text,rating
Dengerin tuh customer pada kesulitan cari driver nya.maka nya ongkir nya yang ngotak.driver di kasih onkir 5 sampai 6 rb yang ada pada males-2an.rakus tamak bin korun.,1
saya beri reting bintang lima,5
ff game burik,1
alamat nya nggak akurat 👎🏻👎🏻,1
"ngellag mulu, mau pesen makanan aja loading terus, tolol tolol",1
saya mau daftar gojek driver kenapa daera manado tidak bisah...,5
"Aplikasi sangat membantu untuk kebutuhan sehari-hari, driver-drivernya juga ramah dan profesional. Bintang 4 dulu, semoga ke depannya makin banyak promo menarik!",4
paling males pake gojek 3KM 20ribu njir lah. di Greb 3KM 9k mana ada promo pula. GO-JEK TERMAHAL !!!!!!!!,1
mntap,5
👍👏👏,5
"iiii loooveeee gojeekkk soo muchh, pria dan wanita green flag yang mengantar aku kemana punn!!!!! iii loveee uuu soo much gojeekkk🤍🤍🤍",5
terimakasih atas bantuannya,5
Ongkir apa bunga ini 😭,1
selalu memberikan yg trbaik baik go red atw go food ☺️🥰,5
lemot,1
enjoy,5
sy senang pakai aplikasi ini terima kasih,5
baik,5
nice,5
semoga beneran bisa membayar,5
ribet,2
aplikasi nya mudah,5
nyaman,5
setiap cari pengemudi dapatnya jauh yg ada driver ga mau jemput ga sat set nih aplikasi,2
"susah cari driver , udh dapat tp ga respon, malah nunggu lama ga karuan",2
dapet driver yg seru,5
dateng nya lama dua jam,1
respon cepat,5
Enak kalo kepepet beli makan dan pergi²an,5
Mantapp,5
kasih bintang⭐ karna tdk bisa tambahkan alamat fitur alamat favorit tdk ada entah sudah di hapus atau emang gak ada ngk tau,1
"akun suami saya tiba tiba di blokir, tanpa ada kejelasan, suami saya chat di livechat malah di tutup chatnya, parah banget sekarang gopay!!!! malah masih ada uang didalam akun, gk ada tanggung jawabnya gopay ini, pelayanan buruk banget. pantesan aja goto sekarang sahamnya bisa sampe turun dan udh mau liquid",1
"sorry ta kasih bintang 3 soalnya banyak driver bayaran yang d bayar org bwt buntutin gw, padahal gw costumer gojeg dari awal aplikasi ini ada. padahal aplikasi ini Sangat bantu saya dr zaman sblm covid ampe skrg, mana pake atribut lagi. tolong d benahi SOP nya dan sangsi driver yg menyalahgunakan aplikasi dan atribut jaket gojeg. kasian bgt gojek yg lain JD ta mikirnya kebawa jelek semua driver sama pdhl engga",3
"Ribet bgt, klo ga di update ga bisa di buka. maksa bgt harus update 👎 udh di update pun aplikasi ga bsa dibuka suruh nunggu 60 menit, gila pdhl udh keburu perlu gojek. brengsek bgt!!!!",1
"GOJEK BIADAB , HAPUS AKUN ACENG . BIADAB LO GOJEK. LO ENAK DI KANTOR CM DUDUK LIAT KOMPUTER LIAT DONG POSISI DRIVEE DAN RESTO JAUH KG DAH ONGKOS 5RB JARAK KE RESTO KG DI ITUNG. APUS AKUN GOCENG BIDAB",1
tolong pihak gojek kembalikan akun saya ke regular contohnya sopie bisa gocen dan regular secara bergantian sesuka hati driver,5
"Wahai coustemer Raja dan ratu . DRIVER CUMAN CARI NAFKAH BUAT ANAK ISTRINYA , AKIBAT DARI LAPORAN ANDA PARA COUSTEMER ,MEMATIKAN REZEKI DRIVER TERSEBUT . MEMBUAT LAPORAN GAK SESUAI FAKTA . DELIK ADUAN HUKUM PASAL 311 KUHP TENTANG FITNAH . COUSTEMER SAGLEK PLAYING VICTIM KENA PASAL UU ITE LOE COUSTEMER SAGLEK OTAK DENGKUL. APLIKASI TUKANG NGADU DOMBA ALASAN DI BUAT KASIH BINTANG KE DRIVER TIDAK RELEVANSI ,CALO/MakelarFAIR PLAY MAIN NYA.GOPAY PINJAM GAK SESUAI PEMBAYARAN NYA ,MALING",1
driver sopan dan ramah,5
DC nya sadis2 guys buat yg mau pake loan nya mikir2 deh..,3
suka pkoknya endyull,5
ok,5
"tolong add fitur ganti payment lagi, aku tiap hari ga pernah recheck jadinya pake tunai terus😢",5
ok,5
"Aplikasinya sangat membantu untuk transportasi, pesan makanan, dan kebutuhan harian 😄 Fitur lengkap dan ekosistemnya luas. Namun kadang harga naik turun tidak konsisten, dan beberapa layanan juga bisa terasa mahal di jam tertentu. User experience masih oke, tapi bisa lebih stabil dan transparan lagi 👍",3
"Saya merasa puas dengan adanya aplikasi Gojek ini, saya berharap ke depan aplikasi Gojek bisa semakin eksis dan maju, dan saya turut prihatin Pak Nadiem Anwar Makarim saat ini sedang menjalani proses hukum",5
bagus,5
lebih mudah prak tis dan layanan yg bagus,4
berguna,5
tulang punggung keluargaku👍,5
"Wkwk udah mah jarang gw pake gojek sekalinya pake gojek dapetin drivernya LUAMAAA POLLL, mending GRAB aja lah drpd GOJEK. Nyari driver udah kaya nyari jodoh di GOJEK! udah lama nungguin makanan, ujung2nya dibatalin jg, buang2 waktu! Udah laper+emosi. Mending GRAB kemana-mana juga WKWK",1
gw si yes,5
ok tapi kasihan driver nya,4
Sejauh ini masih memuaskan pelayanannya,4
"Susahnya dapet Driver di Majalengka, gak kaya ijo sebelah drivernya banyak jadi cepet..",3
iklan mulu,2
"Gojek kenapa driver nya pada gada respon kalo ambil makanan? customer udh nunggu lama tiba2 di batalkan secara terus menerus bergantian drivernya pada Cancel semua!!! kalo memang gak niat Ambil makanan nya di batalin aja di awal!!! ini udh nunggu lama malah pada cancel drivernya tanpa alasan apa2!!! masalah nya bukan 1x cancel, tapi bbrapa kali!!!... untung ada pak ISHARYANTO yg mau ambil orderan buat nganterin makanan nya, semoga sehat selalu pak🙏",5
bguuuuus bangat,5
apik,5
sangat membantu,5
harga udh gk masuk akal,1
"gojek sampah, nggak bisa bayar pake QRIS",1
gojeg sngat mmbntu sekali,5
ok bnget,5
udah paling mantep lah buat anter jemput sama beli makanan,5
sekarang masalahnyaa kalau scrool go food kenapa yaa restonya itu gak bisa banyak trus munculnya itu lagi itu lagi,4
aplikasi yg paling susah dapet driver. asu!,2
"driver ga pernah bawa uang kembalian. kalo beli atau mau kemana pake metode bayar tunai itu ga selalu ada uang pas, tapi driver ga mau ngasih kembalian, ditawarin transfer juga gamau, saya jadi telat masuk kantor gara2 driver gamau di tf dan ga ada kembalian. harusnya kalo gamau di tf sediain kembalian!!",1
TOLONG DIKLASIFIKASIKAN DENGAN JELAS MOBIL CONFORT DENGAN MOBIL YG GK CONFORT!! AVANZA DENGAN ALL NEW AVANZA JELAS BEDANYA APALAGI DENGAN CALYA DSB!!! HARGA COMFORT DIKASIH MOBIL YG GK CONFORT YA RUGI LAH!!!,1
aman sat set,5
baik,3
bagus pakai gojek amanah drevernya,5
Mantap,5
aku suka apk gojek selagi membutuhkan sangat cepat dan aku percaya semua mas ataupun mbak drevernya sll dapat di percaya dan baik2 semoga sukses,5
Layanan cepat dan gampang,5
"kasih fitur buat costumers buat accept driver, ada beberapa driver yg maen accept aja sebelum sampai ke tujuan lokasi jemput itu annoying banget ,jadi ga bisa batal boking atau cancle",2
sangat memmuaskan,5
mantap 👍,5
mantappp,5
ok,5
"murah menyenangkan kantong, transportasi rakyat",4
"serba mahal, ongkir makanan apalagi. Lapor ke CS juga jawaban ga memuaskan, ga ada solusi",1
"aplikasi yg sangat membantu terutama gosend, terimakasih",5
"makin kesini driver makin sering ga mau ambil orderan, mana banyak yg julid juga, padahal gua kalo mesen selalu lebihin minimal 20rb. akhirnya gua pilih pindah bluebird aja yg lebih sedikit drama",1
menurut saya aplikasi nya sudah bagus namun perlu ditingkatkan pada bagian maps nya soalnya daerah rumah saya masuknya ke komplek sebelah jadi kadang berkali-kali driver masuk ke komplek sebelah bukan komplek saya,5
oke,5
ngisi data selalu di sini tapi ga pernah masuk. buang buang uang doang jadinya,1
"SEHARUSNYA KALAU MAU TERBAYAR OTOMATIS SAMA DOMPET DIGITAL MINIMAL SURUH MASUKIN PIN WOY ,GUA RUGIIIII HARUS BAYAR DOBEL ITUPUN DRIVER MASIH MENAGIH DAN SAYA BAYAR DOBEL💔💔💔",1
sangat membantu,5
nice,5
pengalaman saya bersama gojek pekerjaan saya lebih mudah dan tidak terlambat pokoknya go-jek is the best,5
mana nih pencarian prioritas itu cuma fitur yang gk ada fungsinya sama sekali dari jam 4 sampe jam 5 kurang gkada tuh dapet drivernya jadi cuma buang² waktu doang,2
sangat mengecewakan tiba-tiba aplikasi terbuka sendiri lalu order gofood sendiri. seperti ada yg menghack. untuk sekelas aplikasi gojek banyak notifikasi mengganggu. jika salah klik sedikit langsung rugi banyak. sudah selayaknya uninstall.,1
"mo order taxi bluebird, gocar, goride dll ada di aplikasi ini gampang penggunaannya, tinggal klik lalu kita pilih sesuai keinginan kita mau gofood, gomart juga ada. Pokoknya mantul gak ribet ribet deh...",5
perjalanan jadi lebih aman dan nyaman,5
Bagus,5
GOJEK SANGAT TIDAK USER FRIENDLY LG SEKARANG...TERLALU BANYAK FITUR BANNER IKLAN BEBAN PERFORMA...,1
"sangat membantu, cuman kalau butuh GoCar suka agak susah, kadang beberapa kali dibatalin",5
"mantap,perut lapar di cuaca dingin,dan mas gojek sangat ramah",5
"aplikasi gopay gak jelas top up uang nya gak masuk"" udah 3 hari",1
"woi gojek saya punya dua orderan nihh, resto udah tutup dan saya gabisa cancel orderan nya. Gopay saya sudah terpotong. dari pihak gojek tidak ada yang bisa saya telpon untuk selesaikan masalah nya. Drivernya cancel orderan dan dipindah ke driver lain lagi dan akhirnya berulang terus. Tolong dibantu dan profesional dong sama mitra dan resto nya. kalo sudah closed jangan diterima orderan",1
banyak driver nya yang kasar sama males saya udah berapa naik gojek dapat yang driver kasar terus jadi mau pesen gojek agak males,2
"PESEN GOFOOD NUNGGU 3 JAM , ALASAN DRIVER TIDAK ADA TERUS AKHIRNYA KE CANCEL DAN GAJADI MAKAN, GA WORK IT BANGETT",1
lebih baik,5
"gojek f, drivernya susah bnget di cari apalagi pas malam. sangat sangat tidak rekomendasi kesel gw sama aplikasi ini gw mau buru2 ehhhh dapetin driver susah amat udah pakai prioritas malahan tetap aja susah. jelek pokoknya",1
aplikasi mantap,5
top,5
mantap,5
"hargany mahal, ongkir juga mahal, driver nggak dapet mulu kalo gak di bayr mahal, nggak ngebantu samsek",1
"PESAN MAKANAN DARI JAM 8 PAGI SAMPAI JAM 10 BELUM DI KIRIM², PADAHAL JARAK PENGIRIMAN HANYA 2KM SAJA, DAN PAS PESAN GRAB LAMA SEKALI TIDAK DATANG², SAMPAI SAYA TELAT SEKOLAH",1
semoga lancar gojek,5
bagus.fitur melimpah bisa beli makanan bisa minta antar barang bisa antar dan jemput.pokoknya ini aplikasi berguna banget 👍👌,5
lumayan,4
"makin kesini makin sulit cari driver untuk gofood , tolong diperbaiki !!!",1
"aplikasi tolol, susah banget cari driver buat ambil gofood",1
BANYAK DISKONNYA SUKAAKKKK🤍🤍🤍🤍,5
cari drivernya lama padahal udah aktifin fitur pencarian cepat dengan tambahan biaya tapi gak dapat2..padahal di sekitar terlihat banyak driver👎🏿udah sekitar 20 menit nungguin gak ada yang nerima semua para drivernya..dan juga para driver mesti sy kasih tip tambahan meskipun gak banyak,1
makanan tidak sampai ke pemesan,1
"oon bgtt, datengnya luama bgtt. soalnya ga dapet2 drivernya dan juga gabisa dibatalinn. udah gitu restonya baru nyiapin makanannya kalo uda dapet driver. aneehh",1
"bener2 membantu kalau ga sempet makan, pesen d hp makanan langsung dtg",5
kasih sanksi tegas untuk driver bernama fradifa stiawan kendaraan scoppy plat = BK 5161 AIL masalahnya 1. menurunkan custumers ditengah jalan atau tidak sampai tempat tujuan dengan alasan orderan lain 2. berkata tidak pantas 3. genit 4. menyuruh custumers untuk memeluk dia saat dikendaraan 5. driver otak mesum atau negatif,1
susah dapat driver sampai pakai prioritas pun sama tolong dibenahi,3
"tolong dong drivernya diajarin sopan santun, kesel banget... udah dapatnya lama sekali dapat driver kek taik",5
ongkir terlalu mahal,1
"susah dapat driver🙏🏻, tetangga bisa dapat driver,saya pesan 2x tidak dapat2 driver, ga adil🙏🏻",1
semuanya dibuat mudah 👍👍,5
"apaan, nyari driver lama banget. Udah sering banget kaya gitu lo, kan aneh mending maxim kalo gitu. mana klo nunggu bisa 1 jam, klo aplikasi lai udh sampe 40 menitan mah",1
memuaskan,5
good 😎,5
aplikasinya bagus minimal diperbaikin min kayak misalnya beli makanan pas udah pembayaran untuk beli makanan terus makanan di proses tapi belum sama sekali dapat driver sampe 5 menit mending langsung dibatalin min jangan harus tunggu sampai 1 jam lebih keburu mati kelaparan,3
TOLONG BUAT YANG BC PARA CUSTOMER GOJEK MOHON HENTIKAN CANCAL CANCELN SUDAH BYK KORBAN DRIVER AKUN PADA SUSAH DPT ORDERAN KARENA ULAH KALIAN JLO MAU PESAN PIKIR DULU 100X 100 KALI KLO POSITIF BARU PESAN JGN UDAH PESAN MASUK DRIVER MALAH DI CANCEL MOHON HENTIKAN ULAH KALIAN,5
"ga lagi2 pake go food disini, sistemnya jelek parah, gak bis cancel karna kelamaan ga nemu driver sampe setengah jam, ga lagi2 dah kapok",1
"kebiasaan banget pesen go food driver nya double order, pesen cream soap nyampe jadi nya air, tolong lo gojek jangan di ksih double² order klo pesan nya yg sekira nya siap saji mau makan anget jdi anyep + ber air",1
sigap,5
bagus amanah,5
"Saya pengguna lama di Gojek, tapi beberapa kali di tolak gopay later, gak papa kok, byk aplikasi lain yg bisa bantu, mulai hari ini, akun sy tutup, sangat2 mengecewakan",1
"Aplikasi penipuan, masa biaya bisa sampai dobel dobel, banyak driver nakalnya apalagi Gocar",1
so far so good,5
guddd,5
membantu,5
MUDAH BANGET BUAT YANG MAGERAN,5
pokonya paling praktis dan paling oke...gojek selalu dihati💐,5
siigap,5
jooooossssssss,5
ngebantu bgt terus banyak diskin lop lop deh,5
"selalu menjadi pertama yang dibuka. lengkap, cuma rada mahal sekarang ^_^ semoga makin langgeng menyertai perjalanan warga dalam beraktivitas.",5
ok,5
cepat bersih aman tanks pak gojek,5
bagus,5
cuma chat drivernya kalo gak di.buka gatau kalau sudah di balas.,5
gojek bnyak membantu,5
good apk,5
mantap,5
kurang bae driver nya,1
baik sekali,5
gojek untuk diskon makanannya lumayan banyak,5
luar biasa ..membantu,5
"cuman di gojek bisa hentikan waktu!!! keterangan 3 menit sampe tapi udah 15menit ngga sampe sampe, permainan kata ini tolol!!!",1
JANGAN PAKAI GOJEK CUSTOMER SERVICE TIDAK BEKERJA DENGAN BAIK SAYA ADA KENDALA DENGAN KERUGIAN 25.100 TAPI TIDAK DIBANTU LANGSUNG DITUTUP LAPORAN NYA. CUSTOMER SERVICE PEMALAS,1
Coment Buat Driver dirahasia ya,5
sangat membantu,5
5 aStars,5
"Driver tidak ramah aplikasi yang eror customer yang kena marah. Selain itu, rating customer hanya dapat dilihat oleh driver menjadi tidak adil bagi customer. Kenapa driver bisa melihat secara jelas siapa dan apa isi dari ratingnya sedangkan customer tidak bisa",1
banyakin promo ya min,5
MAKAN GW GA SAMPE2 GOFOOD KOK DOBEL ORDER SEKALIGUS... TANPA INFO... KETERLALUAN,1
bagus dan membantu,5
pantauannya akurat,5
"Aplikasi nya lama bikin sebel udh aktifkan fitur gofood exspress malah datang nya telat trs udh berkali kali kek gini bikin males, driver nya juga nolak Mulu kalo GK nolak diterima tapi GK jalan tambah bikin males hadee mohon dibenerin dong gojek",3
org nya ramah²,5
tetep aja kalo ujan ga ada driver yg mau ambil order,3
"pesan gofood,sampai satu setengah jam gak dapat driver,kata pihak gojek suruh batalin lahh..semau Lo sendiri aja cong!!",1
"Terkadang mitra malas baca ""KETERANGAN"" customer malah yang di marah-marah karena titik jemput atau pick up tidak bisa pas di tidik sebenarnya,sering minta biaya parkir tanpa menunjukkan karcis parkir",1
good pokoknya.🤗🤗,5
Resto buka tutup mendadak. Gopay tertulis sudah Refund tapi hanya di Interface saja. Mau pesan lagi Gopay tetap tertulis 0. Cs juga lama gimana ini,1
👌oke,5
mantap,5
"gojek sekarang jarak Deket dari rumah mahal ,udah mahal lama,terus makanan nya ga jelas kebersihan nya please jgn asal aja donk ...ni gojek daeran bandung parah ...aku beli bubur pagi ini ,bubur nya Tutung bau sangit ,sambel nya udah basi ampun deh ....bikin kapok ..udah laku malah ongkir naik ga jelas yg jualan nya dimasukin aja",5
"Gojek kamu kenapa sih kok error lagi, baru kemaren loh padahal bikin kasih bintang 5. Tolong lah urusin lagi sistemnya bisa-bisanya makanan udah telat terus dibatalim otomatis!",1
good,5
nyaman,5
membantu customer,5
banyakin diskon nya yaa,5
"memudahkan untuk segala macam transportasi dari gojek,gocar,gosend sangat terbantu",5
bagus nyaman,5
Keren,5
"udah seminggu padahal transaksi batal tapi saldo dipotong mana gede pula, tiba2nmasalah selesai dan uangnya belum masuk sepeserpun",1
sangat direkomendasikan,5
"ada drefer yang mungutang ke saya dari lebaran idul Fitri tahun kemarin, sebesar 1.500.000, katanya untuk mendapatkan bonus THR, bilang besok di bayar nyatanya sampai sekarang belum di bayar lunas bayar baru 500.000, nambah parah paylater tidak bisa di gunakan sampai tanggal 27mei2026",1
saya kasih bintang 4 dulu. bagai mana cara masuk akun gopay yg sudah lama 2 THN lebih tidak terpakai. karna kartu hangus jadi tidak bisa terima otp. saya salah isi saldo ke nomor saya yg hangus itu yg sudah hilang. mohon bantuannya,4
"sngat kcwa,,pesan prioritas smpai nunggu hmpir 1 jam tpi tidak ad yg acc,,ad yg acc tpi di cancel driver dgn alasan jarak jmput jauh,,pdhal cma 1 km jaraknya",1
Mantap!,5
terima kasih gojek sangat membantu kami Azqa Printing,5
"salah satu aplikasi favorit ku yang bisa membantu memudahkan segala kebutuhan saat urgent, sehat selalu para driver dan sukses gojek",5
sp pinjam dan pay letter di ACC ya,5
opsi kirim gambar ga ada jadi gak bisa kasih jalur alternatif kalo gg./jalan diportal.terutama malam hari.kasihan kurirnya muter2,3
apalah minimal kalo ngasih pilihan kendala tuh jangan cuma dua apk gak jelas mending apk lain dari pada ini jembut,1
sekarang kalo salah pesen baru pesen GK bisa di cancel atau merubah pesanan ataupun alamat 😔,2
ok,5
mantap,5
sorry bintang 4 soalnya alamat suka nyasar,4
Sejauh ini nyaman dengan Tarif,4
good,5
"rekomendasi banget buat yang emang belum dikasih kendaraan pribadi, itung itung jadi ladang rezeki buat driver nya. Alhamdulillah juga sejauh ini selalu ketemu driver yang baik baik",5
good membantu banget dlm keadaan laper mendadak dan males keluar,5
mantap😁😁,5
mantap.,5
aplikasinya bagus,5
solusi banget..,5
"apk gajelas,nunggu lama2 malah dicancel.. mana susah cari drivernya",1
menjadi ojol teratas dari ojol yg laen,5
sangat membantu,5
kasih bintang 1 aja mesan go ride tapi gak ada yg nerima jelek banget,1
sukses selalu buat gojek dan abg driver yg baik dan sopan,5
jangan didownload gak ada drivernya,1
Good Job,5
terbaik mantep,5
"gojek tolong benerin lah fitur buat login nya, masa udah beberapa kali mau login ke akun sendiri tapi gabisa bisa harus nunggu berjam-jam, perbaikiii",1
susah dapat driver,1
aplikasi bobbrok,1
aplikasi tolol,1
tiap pesen gofood lama dan sering di batalkan oleh drivernya. mau batalkan pesanan di suruh tunggu 1 jam.,1
"apaan pesen gofood udh 1 jam blm dapet driver, di suru batalin yudh ku batalin trs pesen lagi tetep ga dpt alhasil nunggu 1 jam an lgi kgk dapet apa²... di kira org ga laper apa :( lain kli siapin dulu drivernya baru siapin makanannya",3
"saya bayar 33.000 di aplikasi driver penghasilan bersih 23.600 yg katanya potongan 20% harusnya driver dapet 26.400 lah yg 3.200 kemana? kasian drivernya parah sih, kita udah bayar mahal masih d cekik juga parah sih aplikator satu ini",1
bermanfaat berpergian tanpa ribet,5
sangat membantu,5
susahnya cari driver berkali2 ga ada yang ambil !!,1
kadang bnyak dibatalin. agak kecewa juga . kadang bagus kadang ya bgitu.,3
"ini aplikasi bagaimana driver ojek saya jarak tempuh dari saya untuk penjemputan hampir lebih dari 2 km, katanya ada fitur pencari terdekat kenapa jaraknya sampai sejauh itu apakah itu dekat? ditambah lagi untuk gofood nya itu saja tidak masuk akan di tulisan ongkir 5 rib, tapi kenyataan tetap 15 ribuan. pada hal saya sudah berlangganan gojek plus tetap saja tidak ada diskon, dasar aplikasi butut, aplikasi kikir",1
bagus,5
apaansi hujan dikit aja gamau ambil orderan,2
"Lama banget buset udah beberapa kali gonta-ganti driver, bikin buang-buang waktu aja",1
susah cari driver lama sekali tolong dong kalo pake yang hemat di terima 😌,1
"saya tidak bisa explore makanan, yg tampil hanya itu2 saja saya rasa hanya di beri radius beberapa km saja",1
baguss ada fitur go transit juga,5
"driver lu banyak tingkah, mau cancel go food susah bener. seringan nolak nolak pesanan driver kalian tu.",1
pd hari snin sktr jam stngah enam saya di ancm MW di mtikn sama gojek siantr tngn saya knk Btuu di lmpr ny saya mw bwat laporann tolong tindak tegass Krta ny suprah,1
makin lama makin aneh aplikasi ini pesen gofood gak pernah dapat driver,1
gaada yang mau acc sial,1
"sistem navigasinya kurang bagus, dari sekian banyaknya gojek, mengapa saat saya yang pesan tidak dapat2. trs kenapa jobnya yang gofood itu dibedakan dengan jobnya gojek?? kan kalo sama2 gojek artinya masih bisa dong untuk saling bantu. apakah karna tipnya kurang banyak?? inti dari ini saya hanya mau bilang kalo navigasinya tolong ditingkatkan lagi. terimakasih",3
ampas,1
tolong sistem di perbaiki hanya karna hujan ongkos samai 2x lipat padahal mobil kalo motor pantas,5
"pesan opsi driver yg gak ribet tp yg dapat mlah driver yg jauhnya diujung dunia sana, tadinya mau cepat mlah jadi lama nunggu nya, gak jelas ni apalikasi",1
penanganan cs buruk banget nomer telepon saya di bajak dan digunakan untuk daftar akun gojek oleh orang yang tidak di kenal sudah minta bantuan cs tanggapannya malah permintaan tidak bisa di proses 💩,1
"Terima kasih sudah mempermudah aktifitas keseharian saya. dulu ulasan saya seperti di atas, sekarang di tgl 26 mei 2026 saya mau bilang kenapa harga di gofood mahal dan driver yg nganternya jadi jutek² dan cepet marah. pdhal saya sdh minta maaf, karena telat respon 4-5 menit. ga sampai 10 menit juteknya minta ampun. mau kasih bintang sedikit ,kasian. takutnya pekerjaan mereka hanya itu. Gojek tolong fikirkan solusinya ya 🙏🙏",5
aplikasinya jelek,1
sangat membantu,5
Pada ga mau nerima uang yang kecil,4
bagus,5
oke,5
best,5
untuk developer tolong perbaiki aplikasi nya padahal sinyal ku sangat baagus tapi entah kenapa aplikasi nya malah loading ini mengganggu sekali,1
apk tolol lemot !!!!!,1
good,5
sangat membantu perjalanan ku pulang pergi,5
sangat membantu,5
sangat bagus,5
promonya mantan dn cepat,5
"aplikasi transportasi umum yang cepat , nyaman,aman,,,, l hal di daerah penjaringan Pluit ... kurang banyak gojek",5
"makin kesini aplikasi ini makin sering error ya, tolong di update dong",1
pelayanan sangat baik,5
sangat baik,5
tolong di hapus aceng ( argo goceng ) bisa driver sengsara,1
diskonnya kurang banyak,4
pokoknya top markotop,5
"aplikasi bagus, membuka lapangan pekerjaan. #Justice_For_Nadiem",5
semoga beruntung setiap harinya,5
maksimal dan optimal,5
ok,5
kasian ongkos drivernya kecil,5
hemat cepat,5
"Tolong adain fitur ambil barang lebih dari satu tempat, 🙏🙏🙏. sering kali aku di batalin driver grgr ga bisa ambil di 2 tempat .",4
kenapa tiba² harga goride reguler naik 10k+ biasanya 25k loh kok tiba² 39k rutenya juga ngawur di maps nya,1
Ok,5
sekarang susah mendapat driver,1
Sat set Nyaman dan amanah Nuhun pisan kang,5
gojek pinjam pinjaman pertama bayar lancar pinjaman ke 2 di tolak hadehh mengecewakan slalu stia dengan GO-JEK.,1
memuaskan,5
bagus,5
Alhamdulillah membantu mobilitas dan sekarang lebih baik lagi pelayanannya,5
sangat bermanfaat,5
bagus,5
bagus dan aman,5
Super,5
good job driver,5
"sangat membantu, bepergian kemana jadi lebih mufah",5
Mantaaaap 👍👍 banyakin promonya dong biar makin betah pakai Gojek,5
ok,5
mudah enak cepat,5
tidak fair kalo customer di kasih rating,2
mantapppp polll,5
Apk bagus terbaik,5
pulsa SANGAT MAHAAAAAALLLL masa pulsa 5000 harga 7500 mending pake ovo shopepay aja,1
OKEGASS,5
mantapseu,5
"susah cari driver,ampas",1
"harga terjangkau, Alamat tepat",5
mantapp,5
Sopir SDM Rendah dilarang gabung di aplikasi gojek.,5
"harga lebih magak dari apps lain, sistem buruk",1
sumpah driver pada songong banget pada kaya!!! udh di ambil orderan ga jalan jalan udah nunggu 20 mnt minta di cancel...kren sekarang driver gojek ga seperti dulu driver ramah ontime sekarang bintang aja 5 tapi songong ga ada tangung jawabnya!!!,1
emang paling ok,5
cakep,5
"APLIKASI ERROR GA BERGUNA, DRIVER GAK BERGERAK, DAPET DRIVER JAUH JAUH",1
di gofood sekarang apa yg di cari GK prnh ketemu Krn di batasi jarak oleh pihak gojeg..yg biasanya gw bebas order pizza skrng di cari GK ketemu alasan jarak..bagi gw GK mslh toh gw GK merasa rugi cukup gw beralih aj jdi pengguna shopeefood dan shopee instan semua ada semua gw dapetin yg rugi itu kalian pihak gojeg tiap saat yg ganti aturan ujung ujungnya kehilangan pengguna Krn kebijakan kalian yg buruk😏,2
bagus,5
lancar,5
sangat membantu,5
saya biasa pakai gojeg dengan alamat dan tujuan sama hari ini tarifnya naikntinggi banget dari 37rb jadi 55rb apakah ada kenaikan tarif ya.... koq gak info kenaikan tarif,3
pesan gojek bbrp x tapi d cancel Mulu sama driver nya...pdhal saya kan bayar😔,3
"Apk gk jelas, posisi drivernya suka diem terus tapi tiba-tiba jalan kenceng banget, terus tiba-tiba jauh lagi posisi drivernya, malah kadang muncul di arah yg berlawanan/udh lewat. Paling kesel pas udh kayak gitu, udh tunggu lama-lama Drivernya dengan entengnya ngebatalin (dikira orang yg pesen gk ada kejar waktu kali). udh gitu harganya suka tiba-tiba dinaikin gk tau kenapa, saya yg awalnya paket hemat 8,5k sekarang jadi 11,5k ngeselin banget serius",1
lebih mudah dan praktis mau kemana dan mau apa ada d sini,5
senang,5
Terima kasih,5
bagus banget,5
nadim makarim pencipta 32 juta lapangan pekerjaan,5
"Sekarang drivernya banyak yang songong, gak mau pickup alesan jauh lah atau apa lah ada aja, yang lebih parah di chat gak dibalas di diemin Mikir dikit kita kadang buru""/di kejar waktu kalau seumpama gak mau pickup karena alesan di atas langsung bilang aja by hubungi telfon Set dah driver kyk gitu kok gak di suspend atau kena denda ya hadeh Jatuhnya buang buang waktu Maaf kalau sekiranya kata"" saya kurang berkenan tapi itu fakta di lapangan",1
SUSAH SEKALI CARI DRIVER PADAHAL DI TENGAH KOTA,1
semoga kedepan bisa bayar pakai qris,4
bagus pelayanannya,5
"5x di cancel tanpa alasan jelas, mungkin karena akun baru",1
"Tolong untuk pembayaran baik menggunakan Qriss dan apk transfer lainnya ditambah seperti ovo, dana atauapapun dan tolong ongkirnya di sesuaikan (jangan kemahalan). MAKASIH...",5
"wey susah dapet driver, prioritaspun gak dapet dapet. gimana ini gojek kenapa, driver pada ga mau ambil orderan",5
semoga smua driver gojek bisa bagi waktu dan keadaan dan smoga buat PT gojek siapun yang kelola gojek sekarang mikir berat jangan kebanyakan program gak jelas.tp nyusahin .tolong di pakai pikiranya .karna adanya driver .gojek berkembang pesat dan bisa besar.maka dari itu driver di utamakan dan juga customer.intinya driver lebih di utamakan dari kemakmuran.buat driver dmana pun berada .tetap semangat selalu jaga kesehatan berpikir positif Ting Ting dan slalu ingat kluarga.dan slalu positif.,5
susah dapet orderan aplikasi jelek,2
keren,5
mantap dan di percaya,5
gojek memeq udh jauh jauh dikira citer,1
sauang baik,4
"Sudah Mahal ongkos kirim go food, ada berbagai macam biaya2, sudah itu driver masih muter2. minimal untk jarak gofood 3km aja, dgn resto yg cepat pnajian , bisa nunggu sejam lebih, krna driver bisa ambl 2orderan skligus. byr mahal, ada biaya ongkir, admin biaya persiapan apalah itu. jgn salah pasti sepi. enak waktu Gojek d tentang semua Pihak dlu.. hadehhh",1
