text,rating,length,clean_text,word_count
"pesan gofood,sampai satu setengah jam gak dapat driver,kata pihak gojek suruh batalin lahh..semau lo sendiri aja cong!!",1,119,pesan gofoodsampai satu setengah jam gak dapat driverkata pihak gojek suruh batalin lahhsemau lo sendiri aja cong,17
"terkadang mitra malas baca ""keterangan"" customer malah yang di marah-marah karena titik jemput atau pick up tidak bisa pas di tidik sebenarnya,sering minta biaya parkir tanpa menunjukkan karcis parkir",1,200,terkadang mitra malas baca keterangan customer malah yang di marahmarah karena titik jemput atau pick up tidak bisa pas di tidik sebenarnyasering minta biaya parkir tanpa menunjukkan karcis parkir,29
resto buka tutup mendadak. gopay tertulis sudah refund tapi hanya di interface saja. mau pesan lagi gopay tetap tertulis 0. cs juga lama gimana ini,1,147,resto buka tutup mendadak gopay tertulis sudah refund tapi hanya di interface saja mau pesan lagi gopay tetap tertulis cs juga lama gimana ini,24
"gojek sekarang jarak deket dari rumah mahal ,udah mahal lama,terus makanan nya ga jelas kebersihan nya please jgn asal aja donk ...ni gojek daeran bandung parah ...aku beli bubur pagi ini ,bubur nya tutung bau sangit ,sambel nya udah basi ampun deh ....bikin kapok ..udah laku malah ongkir naik ga jelas yg jualan nya dimasukin aja",5,331,gojek sekarang jarak deket dari rumah mahal udah mahal lamaterus makanan nya ga jelas kebersihan nya please jgn asal aja donk ni gojek daeran bandung parah aku beli bubur pagi ini bubur nya tutung bau sangit sambel nya udah basi ampun deh bikin kapok udah laku malah ongkir naik ga jelas yg jualan nya dimasukin aja,56
"gojek kamu kenapa sih kok error lagi, baru kemaren loh padahal bikin kasih bintang 5. tolong lah urusin lagi sistemnya bisa-bisanya makanan udah telat terus dibatalim otomatis!",1,176,gojek kamu kenapa sih kok error lagi baru kemaren loh padahal bikin kasih bintang tolong lah urusin lagi sistemnya bisabisanya makanan udah telat terus dibatalim otomatis,26
banyakin diskon nya yaa,5,23,banyakin diskon nya yaa,4
"memudahkan untuk segala macam transportasi dari gojek,gocar,gosend sangat terbantu",5,82,memudahkan untuk segala macam transportasi dari gojekgocargosend sangat terbantu,9
"udah seminggu padahal transaksi batal tapi saldo dipotong mana gede pula, tiba2nmasalah selesai dan uangnya belum masuk sepeserpun",1,130,udah seminggu padahal transaksi batal tapi saldo dipotong mana gede pula tibanmasalah selesai dan uangnya belum masuk sepeserpun,18
"ada drefer yang mungutang ke saya dari lebaran idul fitri tahun kemarin, sebesar 1.500.000, katanya untuk mendapatkan bonus thr, bilang besok di bayar nyatanya sampai sekarang belum di bayar lunas bayar baru 500.000, nambah parah paylater tidak bisa di gunakan sampai tanggal 27mei2026",1,285,ada drefer yang mungutang ke saya dari lebaran idul fitri tahun kemarin sebesar katanya untuk mendapatkan bonus thr bilang besok di bayar nyatanya sampai sekarang belum di bayar lunas bayar baru nambah parah paylater tidak bisa di gunakan sampai tanggal mei,41
saya kasih bintang 4 dulu. bagai mana cara masuk akun gopay yg sudah lama 2 thn lebih tidak terpakai. karna kartu hangus jadi tidak bisa terima otp. saya salah isi saldo ke nomor saya yg hangus itu yg sudah hilang. mohon bantuannya,4,231,saya kasih bintang dulu bagai mana cara masuk akun gopay yg sudah lama thn lebih tidak terpakai karna kartu hangus jadi tidak bisa terima otp saya salah isi saldo ke nomor saya yg hangus itu yg sudah hilang mohon bantuannya,40
"sngat kcwa,,pesan prioritas smpai nunggu hmpir 1 jam tpi tidak ad yg acc,,ad yg acc tpi di cancel driver dgn alasan jarak jmput jauh,,pdhal cma 1 km jaraknya",1,157,sngat kcwapesan prioritas smpai nunggu hmpir jam tpi tidak ad yg accad yg acc tpi di cancel driver dgn alasan jarak jmput jauhpdhal cma km jaraknya,26
terima kasih gojek sangat membantu kami azqa printing,5,53,terima kasih gojek sangat membantu kami azqa printing,8
"salah satu aplikasi favorit ku yang bisa membantu memudahkan segala kebutuhan saat urgent, sehat selalu para driver dan sukses gojek",5,132,salah satu aplikasi favorit ku yang bisa membantu memudahkan segala kebutuhan saat urgent sehat selalu para driver dan sukses gojek,20
sp pinjam dan pay letter di acc ya,5,34,sp pinjam dan pay letter di acc ya,8
opsi kirim gambar ga ada jadi gak bisa kasih jalur alternatif kalo gg./jalan diportal.terutama malam hari.kasihan kurirnya muter2,3,129,opsi kirim gambar ga ada jadi gak bisa kasih jalur alternatif kalo ggjalan diportalterutama malam harikasihan kurirnya muter,18
apalah minimal kalo ngasih pilihan kendala tuh jangan cuma dua apk gak jelas mending apk lain dari pada ini jembut,1,114,apalah minimal kalo ngasih pilihan kendala tuh jangan cuma dua apk gak jelas mending apk lain dari pada ini jembut,20
sekarang kalo salah pesen baru pesen gk bisa di cancel atau merubah pesanan ataupun alamat 😔,2,92,sekarang kalo salah pesen baru pesen gk bisa di cancel atau merubah pesanan ataupun alamat,15
sorry bintang 4 soalnya alamat suka nyasar,4,42,sorry bintang soalnya alamat suka nyasar,6
sejauh ini nyaman dengan tarif,4,30,sejauh ini nyaman dengan tarif,5
"rekomendasi banget buat yang emang belum dikasih kendaraan pribadi, itung itung jadi ladang rezeki buat driver nya. alhamdulillah juga sejauh ini selalu ketemu driver yang baik baik",5,181,rekomendasi banget buat yang emang belum dikasih kendaraan pribadi itung itung jadi ladang rezeki buat driver nya alhamdulillah juga sejauh ini selalu ketemu driver yang baik baik,27
good membantu banget dlm keadaan laper mendadak dan males keluar,5,64,good membantu banget dlm keadaan laper mendadak dan males keluar,10
"apk gajelas,nunggu lama2 malah dicancel.. mana susah cari drivernya",1,67,apk gajelasnunggu lama malah dicancel mana susah cari drivernya,9
menjadi ojol teratas dari ojol yg laen,5,38,menjadi ojol teratas dari ojol yg laen,7
kasih bintang 1 aja mesan go ride tapi gak ada yg nerima jelek banget,1,69,kasih bintang aja mesan go ride tapi gak ada yg nerima jelek banget,13
sukses selalu buat gojek dan abg driver yg baik dan sopan,5,57,sukses selalu buat gojek dan abg driver yg baik dan sopan,11
jangan didownload gak ada drivernya,1,35,jangan didownload gak ada drivernya,5
"gojek tolong benerin lah fitur buat login nya, masa udah beberapa kali mau login ke akun sendiri tapi gabisa bisa harus nunggu berjam-jam, perbaikiii",1,149,gojek tolong benerin lah fitur buat login nya masa udah beberapa kali mau login ke akun sendiri tapi gabisa bisa harus nunggu berjamjam perbaikiii,24
susah dapat driver,1,18,susah dapat driver,3
tiap pesen gofood lama dan sering di batalkan oleh drivernya. mau batalkan pesanan di suruh tunggu 1 jam.,1,105,tiap pesen gofood lama dan sering di batalkan oleh drivernya mau batalkan pesanan di suruh tunggu jam,17
"apaan pesen gofood udh 1 jam blm dapet driver, di suru batalin yudh ku batalin trs pesen lagi tetep ga dpt alhasil nunggu 1 jam an lgi kgk dapet apa²... di kira org ga laper apa :( lain kli siapin dulu drivernya baru siapin makanannya",3,234,apaan pesen gofood udh jam blm dapet driver di suru batalin yudh ku batalin trs pesen lagi tetep ga dpt alhasil nunggu jam an lgi kgk dapet apa di kira org ga laper apa lain kli siapin dulu drivernya baru siapin makanannya,42
"saya bayar 33.000 di aplikasi driver penghasilan bersih 23.600 yg katanya potongan 20% harusnya driver dapet 26.400 lah yg 3.200 kemana? kasian drivernya parah sih, kita udah bayar mahal masih d cekik juga parah sih aplikator satu ini",1,234,saya bayar di aplikasi driver penghasilan bersih yg katanya potongan harusnya driver dapet lah yg kemana kasian drivernya parah sih kita udah bayar mahal masih d cekik juga parah sih aplikator satu ini,33
bermanfaat berpergian tanpa ribet,5,33,bermanfaat berpergian tanpa ribet,4
susahnya cari driver berkali2 ga ada yang ambil !!,1,50,susahnya cari driver berkali ga ada yang ambil,8
kadang bnyak dibatalin. agak kecewa juga . kadang bagus kadang ya bgitu.,3,72,kadang bnyak dibatalin agak kecewa juga kadang bagus kadang ya bgitu,11
"ini aplikasi bagaimana driver ojek saya jarak tempuh dari saya untuk penjemputan hampir lebih dari 2 km, katanya ada fitur pencari terdekat kenapa jaraknya sampai sejauh itu apakah itu dekat? ditambah lagi untuk gofood nya itu saja tidak masuk akan di tulisan ongkir 5 rib, tapi kenyataan tetap 15 ribuan. pada hal saya sudah berlangganan gojek plus tetap saja tidak ada diskon, dasar aplikasi butut, aplikasi kikir",1,415,ini aplikasi bagaimana driver ojek saya jarak tempuh dari saya untuk penjemputan hampir lebih dari km katanya ada fitur pencari terdekat kenapa jaraknya sampai sejauh itu apakah itu dekat ditambah lagi untuk gofood nya itu saja tidak masuk akan di tulisan ongkir rib tapi kenyataan tetap ribuan pada hal saya sudah berlangganan gojek plus tetap saja tidak ada diskon dasar aplikasi butut aplikasi kikir,64
apaansi hujan dikit aja gamau ambil orderan,2,43,apaansi hujan dikit aja gamau ambil orderan,7
"lama banget buset udah beberapa kali gonta-ganti driver, bikin buang-buang waktu aja",1,84,lama banget buset udah beberapa kali gontaganti driver bikin buangbuang waktu aja,12
susah cari driver lama sekali tolong dong kalo pake yang hemat di terima 😌,1,74,susah cari driver lama sekali tolong dong kalo pake yang hemat di terima,13
"saya tidak bisa explore makanan, yg tampil hanya itu2 saja saya rasa hanya di beri radius beberapa km saja",1,106,saya tidak bisa explore makanan yg tampil hanya itu saja saya rasa hanya di beri radius beberapa km saja,19
baguss ada fitur go transit juga,5,32,baguss ada fitur go transit juga,6
"driver lu banyak tingkah, mau cancel go food susah bener. seringan nolak nolak pesanan driver kalian tu.",1,104,driver lu banyak tingkah mau cancel go food susah bener seringan nolak nolak pesanan driver kalian tu,17
pd hari snin sktr jam stngah enam saya di ancm mw di mtikn sama gojek siantr tngn saya knk btuu di lmpr ny saya mw bwat laporann tolong tindak tegass krta ny suprah,1,164,pd hari snin sktr jam stngah enam saya di ancm mw di mtikn sama gojek siantr tngn saya knk btuu di lmpr ny saya mw bwat laporann tolong tindak tegass krta ny suprah,33
makin lama makin aneh aplikasi ini pesen gofood gak pernah dapat driver,1,71,makin lama makin aneh aplikasi ini pesen gofood gak pernah dapat driver,12
gaada yang mau acc sial,1,23,gaada yang mau acc sial,5
"sistem navigasinya kurang bagus, dari sekian banyaknya gojek, mengapa saat saya yang pesan tidak dapat2. trs kenapa jobnya yang gofood itu dibedakan dengan jobnya gojek?? kan kalo sama2 gojek artinya masih bisa dong untuk saling bantu. apakah karna tipnya kurang banyak?? inti dari ini saya hanya mau bilang kalo navigasinya tolong ditingkatkan lagi. terimakasih",3,362,sistem navigasinya kurang bagus dari sekian banyaknya gojek mengapa saat saya yang pesan tidak dapat trs kenapa jobnya yang gofood itu dibedakan dengan jobnya gojek kan kalo sama gojek artinya masih bisa dong untuk saling bantu apakah karna tipnya kurang banyak inti dari ini saya hanya mau bilang kalo navigasinya tolong ditingkatkan lagi terimakasih,54
tolong sistem di perbaiki hanya karna hujan ongkos samai 2x lipat padahal mobil kalo motor pantas,5,97,tolong sistem di perbaiki hanya karna hujan ongkos samai x lipat padahal mobil kalo motor pantas,16
"pesan opsi driver yg gak ribet tp yg dapat mlah driver yg jauhnya diujung dunia sana, tadinya mau cepat mlah jadi lama nunggu nya, gak jelas ni apalikasi",1,153,pesan opsi driver yg gak ribet tp yg dapat mlah driver yg jauhnya diujung dunia sana tadinya mau cepat mlah jadi lama nunggu nya gak jelas ni apalikasi,28
penanganan cs buruk banget nomer telepon saya di bajak dan digunakan untuk daftar akun gojek oleh orang yang tidak di kenal sudah minta bantuan cs tanggapannya malah permintaan tidak bisa di proses 💩,1,199,penanganan cs buruk banget nomer telepon saya di bajak dan digunakan untuk daftar akun gojek oleh orang yang tidak di kenal sudah minta bantuan cs tanggapannya malah permintaan tidak bisa di proses,32
"terima kasih sudah mempermudah aktifitas keseharian saya. dulu ulasan saya seperti di atas, sekarang di tgl 26 mei 2026 saya mau bilang kenapa harga di gofood mahal dan driver yg nganternya jadi jutek² dan cepet marah. pdhal saya sdh minta maaf, karena telat respon 4-5 menit. ga sampai 10 menit juteknya minta ampun. mau kasih bintang sedikit ,kasian. takutnya pekerjaan mereka hanya itu. gojek tolong fikirkan solusinya ya 🙏🙏",5,427,terima kasih sudah mempermudah aktifitas keseharian saya dulu ulasan saya seperti di atas sekarang di tgl mei saya mau bilang kenapa harga di gofood mahal dan driver yg nganternya jadi jutek dan cepet marah pdhal saya sdh minta maaf karena telat respon menit ga sampai menit juteknya minta ampun mau kasih bintang sedikit kasian takutnya pekerjaan mereka hanya itu gojek tolong fikirkan solusinya ya,64
pada ga mau nerima uang yang kecil,4,34,pada ga mau nerima uang yang kecil,7
untuk developer tolong perbaiki aplikasi nya padahal sinyal ku sangat baagus tapi entah kenapa aplikasi nya malah loading ini mengganggu sekali,1,143,untuk developer tolong perbaiki aplikasi nya padahal sinyal ku sangat baagus tapi entah kenapa aplikasi nya malah loading ini mengganggu sekali,21
apk tolol lemot !!!!!,1,21,apk tolol lemot,3
sangat membantu perjalanan ku pulang pergi,5,42,sangat membantu perjalanan ku pulang pergi,6
promonya mantan dn cepat,5,24,promonya mantan dn cepat,4
"aplikasi transportasi umum yang cepat , nyaman,aman,,,, l hal di daerah penjaringan pluit ... kurang banyak gojek",5,113,aplikasi transportasi umum yang cepat nyamanaman l hal di daerah penjaringan pluit kurang banyak gojek,15
"makin kesini aplikasi ini makin sering error ya, tolong di update dong",1,70,makin kesini aplikasi ini makin sering error ya tolong di update dong,12
pelayanan sangat baik,5,21,pelayanan sangat baik,3
tolong di hapus aceng ( argo goceng ) bisa driver sengsara,1,58,tolong di hapus aceng argo goceng bisa driver sengsara,9
diskonnya kurang banyak,4,23,diskonnya kurang banyak,3
pokoknya top markotop,5,21,pokoknya top markotop,3
"aplikasi bagus, membuka lapangan pekerjaan. #justice_for_nadiem",5,63,aplikasi bagus membuka lapangan pekerjaan,5
semoga beruntung setiap harinya,5,31,semoga beruntung setiap harinya,4
maksimal dan optimal,5,20,maksimal dan optimal,3
kasian ongkos drivernya kecil,5,29,kasian ongkos drivernya kecil,4
"tolong adain fitur ambil barang lebih dari satu tempat, 🙏🙏🙏. sering kali aku di batalin driver grgr ga bisa ambil di 2 tempat .",4,127,tolong adain fitur ambil barang lebih dari satu tempat sering kali aku di batalin driver grgr ga bisa ambil di tempat,21
kenapa tiba² harga goride reguler naik 10k+ biasanya 25k loh kok tiba² 39k rutenya juga ngawur di maps nya,1,106,kenapa tiba harga goride reguler naik k biasanya k loh kok tiba k rutenya juga ngawur di maps nya,19
sekarang susah mendapat driver,1,30,sekarang susah mendapat driver,4
sat set nyaman dan amanah nuhun pisan kang,5,42,sat set nyaman dan amanah nuhun pisan kang,8
gojek pinjam pinjaman pertama bayar lancar pinjaman ke 2 di tolak hadehh mengecewakan slalu stia dengan go-jek.,1,111,gojek pinjam pinjaman pertama bayar lancar pinjaman ke di tolak hadehh mengecewakan slalu stia dengan gojek,16
alhamdulillah membantu mobilitas dan sekarang lebih baik lagi pelayanannya,5,74,alhamdulillah membantu mobilitas dan sekarang lebih baik lagi pelayanannya,9
bagus dan aman,5,14,bagus dan aman,3
good job driver,5,15,good job driver,3
"sangat membantu, bepergian kemana jadi lebih mufah",5,50,sangat membantu bepergian kemana jadi lebih mufah,7
mantaaaap 👍👍 banyakin promonya dong biar makin betah pakai gojek,5,64,mantaaaap banyakin promonya dong biar makin betah pakai gojek,9
mudah enak cepat,5,16,mudah enak cepat,3
tidak fair kalo customer di kasih rating,2,40,tidak fair kalo customer di kasih rating,7
apk bagus terbaik,5,17,apk bagus terbaik,3
pulsa sangat mahaaaaaallll masa pulsa 5000 harga 7500 mending pake ovo shopepay aja,1,83,pulsa sangat mahaaaaaallll masa pulsa harga mending pake ovo shopepay aja,11
"susah cari driver,ampas",1,23,susah cari driverampas,3
"harga terjangkau, alamat tepat",5,30,harga terjangkau alamat tepat,4
sopir sdm rendah dilarang gabung di aplikasi gojek.,5,51,sopir sdm rendah dilarang gabung di aplikasi gojek,8
"harga lebih magak dari apps lain, sistem buruk",1,46,harga lebih magak dari apps lain sistem buruk,8
sumpah driver pada songong banget pada kaya!!! udh di ambil orderan ga jalan jalan udah nunggu 20 mnt minta di cancel...kren sekarang driver gojek ga seperti dulu driver ramah ontime sekarang bintang aja 5 tapi songong ga ada tangung jawabnya!!!,1,245,sumpah driver pada songong banget pada kaya udh di ambil orderan ga jalan jalan udah nunggu mnt minta di cancelkren sekarang driver gojek ga seperti dulu driver ramah ontime sekarang bintang aja tapi songong ga ada tangung jawabnya,38
emang paling ok,5,15,emang paling ok,3
"aplikasi error ga berguna, driver gak bergerak, dapet driver jauh jauh",1,70,aplikasi error ga berguna driver gak bergerak dapet driver jauh jauh,11
di gofood sekarang apa yg di cari gk prnh ketemu krn di batasi jarak oleh pihak gojeg..yg biasanya gw bebas order pizza skrng di cari gk ketemu alasan jarak..bagi gw gk mslh toh gw gk merasa rugi cukup gw beralih aj jdi pengguna shopeefood dan shopee instan semua ada semua gw dapetin yg rugi itu kalian pihak gojeg tiap saat yg ganti aturan ujung ujungnya kehilangan pengguna krn kebijakan kalian yg buruk😏,2,407,di gofood sekarang apa yg di cari gk prnh ketemu krn di batasi jarak oleh pihak gojegyg biasanya gw bebas order pizza skrng di cari gk ketemu alasan jarakbagi gw gk mslh toh gw gk merasa rugi cukup gw beralih aj jdi pengguna shopeefood dan shopee instan semua ada semua gw dapetin yg rugi itu kalian pihak gojeg tiap saat yg ganti aturan ujung ujungnya kehilangan pengguna krn kebijakan kalian yg buruk,72
saya biasa pakai gojeg dengan alamat dan tujuan sama hari ini tarifnya naikntinggi banget dari 37rb jadi 55rb apakah ada kenaikan tarif ya.... koq gak info kenaikan tarif,3,170,saya biasa pakai gojeg dengan alamat dan tujuan sama hari ini tarifnya naikntinggi banget dari rb jadi rb apakah ada kenaikan tarif ya koq gak info kenaikan tarif,28
pesan gojek bbrp x tapi d cancel mulu sama driver nya...pdhal saya kan bayar😔,3,77,pesan gojek bbrp x tapi d cancel mulu sama driver nyapdhal saya kan bayar,14
"apk gk jelas, posisi drivernya suka diem terus tapi tiba-tiba jalan kenceng banget, terus tiba-tiba jauh lagi posisi drivernya, malah kadang muncul di arah yg berlawanan/udh lewat. paling kesel pas udh kayak gitu, udh tunggu lama-lama drivernya dengan entengnya ngebatalin (dikira orang yg pesen gk ada kejar waktu kali). udh gitu harganya suka tiba-tiba dinaikin gk tau kenapa, saya yg awalnya paket hemat 8,5k sekarang jadi 11,5k ngeselin banget serius",1,454,apk gk jelas posisi drivernya suka diem terus tapi tibatiba jalan kenceng banget terus tibatiba jauh lagi posisi drivernya malah kadang muncul di arah yg berlawananudh lewat paling kesel pas udh kayak gitu udh tunggu lamalama drivernya dengan entengnya ngebatalin dikira orang yg pesen gk ada kejar waktu kali udh gitu harganya suka tibatiba dinaikin gk tau kenapa saya yg awalnya paket hemat k sekarang jadi k ngeselin banget serius,70
lebih mudah dan praktis mau kemana dan mau apa ada d sini,5,57,lebih mudah dan praktis mau kemana dan mau apa ada d sini,12
nadim makarim pencipta 32 juta lapangan pekerjaan,5,49,nadim makarim pencipta juta lapangan pekerjaan,6
"sekarang drivernya banyak yang songong, gak mau pickup alesan jauh lah atau apa lah ada aja, yang lebih parah di chat gak dibalas di diemin mikir dikit kita kadang buru""/di kejar waktu kalau seumpama gak mau pickup karena alesan di atas langsung bilang aja by hubungi telfon set dah driver kyk gitu kok gak di suspend atau kena denda ya hadeh jatuhnya buang buang waktu maaf kalau sekiranya kata"" saya kurang berkenan tapi itu fakta di lapangan",1,444,sekarang drivernya banyak yang songong gak mau pickup alesan jauh lah atau apa lah ada aja yang lebih parah di chat gak dibalas di diemin mikir dikit kita kadang burudi kejar waktu kalau seumpama gak mau pickup karena alesan di atas langsung bilang aja by hubungi telfon set dah driver kyk gitu kok gak di suspend atau kena denda ya hadeh jatuhnya buang buang waktu maaf kalau sekiranya kata saya kurang berkenan tapi itu fakta di lapangan,77
susah sekali cari driver padahal di tengah kota,1,47,susah sekali cari driver padahal di tengah kota,8
semoga kedepan bisa bayar pakai qris,4,36,semoga kedepan bisa bayar pakai qris,6
"5x di cancel tanpa alasan jelas, mungkin karena akun baru",1,57,x di cancel tanpa alasan jelas mungkin karena akun baru,10
"tolong untuk pembayaran baik menggunakan qriss dan apk transfer lainnya ditambah seperti ovo, dana atauapapun dan tolong ongkirnya di sesuaikan (jangan kemahalan). makasih...",5,174,tolong untuk pembayaran baik menggunakan qriss dan apk transfer lainnya ditambah seperti ovo dana atauapapun dan tolong ongkirnya di sesuaikan jangan kemahalan makasih,23
"wey susah dapet driver, prioritaspun gak dapet dapet. gimana ini gojek kenapa, driver pada ga mau ambil orderan",5,111,wey susah dapet driver prioritaspun gak dapet dapet gimana ini gojek kenapa driver pada ga mau ambil orderan,18
semoga smua driver gojek bisa bagi waktu dan keadaan dan smoga buat pt gojek siapun yang kelola gojek sekarang mikir berat jangan kebanyakan program gak jelas.tp nyusahin .tolong di pakai pikiranya .karna adanya driver .gojek berkembang pesat dan bisa besar.maka dari itu driver di utamakan dan juga customer.intinya driver lebih di utamakan dari kemakmuran.buat driver dmana pun berada .tetap semangat selalu jaga kesehatan berpikir positif ting ting dan slalu ingat kluarga.dan slalu positif.,5,494,semoga smua driver gojek bisa bagi waktu dan keadaan dan smoga buat pt gojek siapun yang kelola gojek sekarang mikir berat jangan kebanyakan program gak jelastp nyusahin tolong di pakai pikiranya karna adanya driver gojek berkembang pesat dan bisa besarmaka dari itu driver di utamakan dan juga customerintinya driver lebih di utamakan dari kemakmuranbuat driver dmana pun berada tetap semangat selalu jaga kesehatan berpikir positif ting ting dan slalu ingat kluargadan slalu positif,73
susah dapet orderan aplikasi jelek,2,34,susah dapet orderan aplikasi jelek,5
mantap dan di percaya,5,21,mantap dan di percaya,4
gojek memeq udh jauh jauh dikira citer,1,38,gojek memeq udh jauh jauh dikira citer,7
"sudah mahal ongkos kirim go food, ada berbagai macam biaya2, sudah itu driver masih muter2. minimal untk jarak gofood 3km aja, dgn resto yg cepat pnajian , bisa nunggu sejam lebih, krna driver bisa ambl 2orderan skligus. byr mahal, ada biaya ongkir, admin biaya persiapan apalah itu. jgn salah pasti sepi. enak waktu gojek d tentang semua pihak dlu.. hadehhh",1,358,sudah mahal ongkos kirim go food ada berbagai macam biaya sudah itu driver masih muter minimal untk jarak gofood km aja dgn resto yg cepat pnajian bisa nunggu sejam lebih krna driver bisa ambl orderan skligus byr mahal ada biaya ongkir admin biaya persiapan apalah itu jgn salah pasti sepi enak waktu gojek d tentang semua pihak dlu hadehhh,59
"driver susah buat ditemukan, terutama disaat kita lagi buru-buru / bener-bener butuh di go-food, pasti ada aja halangannya buat nyari driver terdekat (selalu ketemu driver yang jauh dari titik lokasi resto yg kita pesan)",1,220,driver susah buat ditemukan terutama disaat kita lagi buruburu benerbener butuh di gofood pasti ada aja halangannya buat nyari driver terdekat selalu ketemu driver yang jauh dari titik lokasi resto yg kita pesan,33
"najis kali ini gojek, gua pesan makanan dan mau komplain via cs ga bisa bisa dari tadi. di resto pertama udh 3 kali di cancel driver. sekarang ganti resto lama pula dapat drivernya. bapuk mending tutup aja sekalian goto. payah. chat cs ga bisa, gila banget nih goto",1,265,najis kali ini gojek gua pesan makanan dan mau komplain via cs ga bisa bisa dari tadi di resto pertama udh kali di cancel driver sekarang ganti resto lama pula dapat drivernya bapuk mending tutup aja sekalian goto payah chat cs ga bisa gila banget nih goto,47
"paraahhh... driver sering tidak ambil orderan... sengaja biar kita menunggu lama dan batal orderan, lalu menaikkan harga...",2,123,paraahhh driver sering tidak ambil orderan sengaja biar kita menunggu lama dan batal orderan lalu menaikkan harga,17
nyesel donlodd juga.lagi butuh butuhnya kendaraan malahh pada nolakk.di prioritaskann malahh kaga ada yang nyautt,1,113,nyesel donlodd jugalagi butuh butuhnya kendaraan malahh pada nolakkdi prioritaskann malahh kaga ada yang nyautt,15
"fiturnya semakin banyak dan menarik, namun gopaylaterku tak bisa dipakai lagi padahal sangat berguna sebenarnya.. ayolah gojek aktifkan lagi, kan kita bisa saling support",3,170,fiturnya semakin banyak dan menarik namun gopaylaterku tak bisa dipakai lagi padahal sangat berguna sebenarnya ayolah gojek aktifkan lagi kan kita bisa saling support,24
main game bolak balok selalu dikasih balok gede terus kapan gw menang nya main 10 match gak pernah dapet poin 10 rb kalo udah dapet poin 10 ribu aku tambah in bintang nya jadi bintang lima,1,188,main game bolak balok selalu dikasih balok gede terus kapan gw menang nya main match gak pernah dapet poin rb kalo udah dapet poin ribu aku tambah in bintang nya jadi bintang lima,33
"sekarang banyak driver minta cancel dan bayar manual, mohon dapat ditindak lanjut i",1,83,sekarang banyak driver minta cancel dan bayar manual mohon dapat ditindak lanjut i,13
"titik pnjemputan akurat ,,",5,26,titik pnjemputan akurat,3
"aplikasi sialan, nyari driver stengah jam, pesen dari 19.25 dapetnya 19.40 , dan di posisi saya ngejar kereta lokal jam 8 alhasil gajadi pulang ke rumah, di perbaiki lagi ya sistem pencarian driver nya",1,201,aplikasi sialan nyari driver stengah jam pesen dari dapetnya dan di posisi saya ngejar kereta lokal jam alhasil gajadi pulang ke rumah di perbaiki lagi ya sistem pencarian driver nya,30
memudah kan untuk mencari makan di malam hari mau upun di siang/sore,5,68,memudah kan untuk mencari makan di malam hari mau upun di siangsore,12
"mempermudah setiap aktipitas, banyak pilihan,lengkap mau nyari apa ajah ada d aplikasi gojek..👍",5,95,mempermudah setiap aktipitas banyak pilihanlengkap mau nyari apa ajah ada d aplikasi gojek,13
"aplikasi paling maruk driver nya , gw pake mode hemat pada gamau ambil , cuma kalo pindah apk sebelah langsung ada , maruk bgt woilah",3,133,aplikasi paling maruk driver nya gw pake mode hemat pada gamau ambil cuma kalo pindah apk sebelah langsung ada maruk bgt woilah,22
susah digunakan gaada drivernya,1,31,susah digunakan gaada drivernya,4
suka banget jadi kalo males ke luar rumah tinggal mesen (membantu banget buat kaum mageran kaya aku),5,100,suka banget jadi kalo males ke luar rumah tinggal mesen membantu banget buat kaum mageran kaya aku,17
sangat membantu disaat jam sibuk,5,32,sangat membantu disaat jam sibuk,5
driver gojek banyak yg kesulitan karena titik tidak akurat. akhirnya nyusahin pengguna jasa. belakangan hampir semua driver gojek tidak bisa menelpon penerima paket dan harus selalu meminta pengirim yg menelpon. ini merepotkan. buat apa saya isi info no hp penerima kalau driver tidak bisa telp. tolong diperbaiki app nya. saya sengaja tulis kapital semua supaya complain saya di lirik pengembang app. tolong ya.,1,412,driver gojek banyak yg kesulitan karena titik tidak akurat akhirnya nyusahin pengguna jasa belakangan hampir semua driver gojek tidak bisa menelpon penerima paket dan harus selalu meminta pengirim yg menelpon ini merepotkan buat apa saya isi info no hp penerima kalau driver tidak bisa telp tolong diperbaiki app nya saya sengaja tulis kapital semua supaya complain saya di lirik pengembang app tolong ya,63
"orangnya sopan dan jemputnya cepat, kecepatan mobil juga nyaman.",5,64,orangnya sopan dan jemputnya cepat kecepatan mobil juga nyaman,9
kualitas chat dan telfon sangat lambat,3,38,kualitas chat dan telfon sangat lambat,6
"abang gojeknya sabar dan ramah, pengiriman barang cepat",5,55,abang gojeknya sabar dan ramah pengiriman barang cepat,8
tolong ya atas nama driver hari setiawan giri bk 5829ana saya tdi mesan point coffe indomaret katamso pantai burung tapi barang nya tidak ada di tangan saya padahal saya sudah bayar lewat go payy,1,195,tolong ya atas nama driver hari setiawan giri bk ana saya tdi mesan point coffe indomaret katamso pantai burung tapi barang nya tidak ada di tangan saya padahal saya sudah bayar lewat go payy,34
sesuai dg kebutuhan yg tergesa gesa,5,35,sesuai dg kebutuhan yg tergesa gesa,6
respon cepat.....dan banyak keuntungan nya,5,42,respon cepatdan banyak keuntungan nya,5
"mantap,,,semangat kang ojek",5,27,mantapsemangat kang ojek,3
"sangat membantu, terutama jika disaat saya pulang sekolah tidak ada yang bisa menjemput, sering2 deh pakek ini",5,110,sangat membantu terutama jika disaat saya pulang sekolah tidak ada yang bisa menjemput sering deh pakek ini,17
